reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
89add997-446e-4fcf-8ef4-7ed1a63a5fb1,jamil rehman,https://play-lh.googleusercontent.com/a/ACg8ocI8txkZxh7qkQKf8rt-AVuRHUSQu01mGMRQVNEJG0VbQAhk2Q=mo,terrible customer service app doesn't work even after biometrics 100 times you call and same reply restart phone and will work no response from their emails as well. worse experience you can have.,1,0,2.15.38,2025-07-11 12:38:26,"Dear Customer, inconvenience regretted. Please email your contact details and issue along with CNIC / Account info to customer.complaints@hbl.com. We will look into your concern and update you accordingly.
",2025-07-11 19:20:44,2.15.38
b85af4e9-3c15-49a4-b2a7-736b95cd952c,Muhammad Farooq ahmed,https://play-lh.googleusercontent.com/a/ACg8ocI4fF1XsMGAY1i0HM4UiLSwY97DUyqwgNSYX42th6-z1vEEkA=mo,Best apps for Android right,5,0,,2025-07-11 11:00:15,"Dear Customer, thanks for appreciating HBL Mobile App and rating us with 5 ★.
",2025-07-11 14:09:21,
cbef4ef9-3d11-4519-bdc9-32cf5eaf4648,laura hadok,https://play-lh.googleusercontent.com/a/ACg8ocLQiJuqihbLmIErckTcLshCeFwRX_HLFxNGreoRMJov2qOyag=mo,"I'm surprised HBL is so unconcerned. A glitch was reported six months ago, yet it still exists. What is the IT team doing? When I receive an OTP via email to enter in the app, the keyboard is greyed out, preventing manual entry. Even if I could enter it, the OTP is alphanumeric (8 characters), but the app only allows 4 numbers. So frustrating! Update (7 months later): They still haven't solved the issue. HBL never stops disappointing despite multiple complaints.",1,21,2.15.38,2025-07-11 03:13:59,"Dear Customer, inconvenience regretted. Please email your contact details along with CNIC / Account info to customer.complaints@hbl.com. We will look into your concern and update you accordingly. Please rate us with 5★ once your concern gets resolved.",2025-07-11 14:09:31,2.15.38
e1413028-529f-4220-94d9-969df2955a70,UMMI,https://play-lh.googleusercontent.com/a/ACg8ocLG4SZXZYJtOjlKSKjHJV5RhVzZXS-7eGkQal6ARSpEnP4HXg=mo,it's a great app but there is a big problem if someone sends me money Their names are not showing in the statement. Sometimes some people send me money for example 100k send by 3 person and I received only 2 then that's a problem how will I know that which person is fraud,3,0,2.15.38,2025-07-10 22:08:22,"Dear Customer, inconvenience regretted. Please email your contact details along with CNIC / Account info to customer.complaints@hbl.com. We will look into your concern and update you accordingly. Please rate us with 5★ once your concern gets resolved.",2025-07-11 14:09:42,2.15.38
1b7a5f9f-d70e-44cd-9a91-7ff76ad7aed7,Altaf Bhatti,https://play-lh.googleusercontent.com/a-/ALV-UjVJb1721NgrM7cRjZQzCHSxdTW92XesUZfpoUxobl7rGwNe2Pw,very nice appp,5,0,2.6.11,2025-07-10 20:35:13,"Dear Customer, thanks for appreciating HBL Mobile App and rating us with 5 ★.
",2025-07-11 14:09:50,2.6.11
55478f02-6bbc-480b-92bb-6742aef5d218,Mahmood Yasin,https://play-lh.googleusercontent.com/a/ACg8ocI75cTDFK_8R6WJUzWv0Gf9X7KKlzk912bsZNNEYZnG5cv9Gg=mo,I am HBL old active customer to add beneficiary should be available in HBL ONLINE BANKING not only in HBL mobile App. If difficulty to use HBL Account customer's will go to other BANKS Mobile screens are small to see clearly. To add beneficiary must be in HBL ONLINE BANKING also which can open in PC only.,1,0,2.15.38,2025-07-10 20:22:41,"Dear Customer, inconvenience regretted. Please email your contact details along with CNIC / Account info to customer.complaints@hbl.com. We will look into your concern and update you accordingly. Please rate us with 5★ once your concern gets resolved.",2025-07-11 14:09:58,2.15.38
79ee328f-4ae1-4454-9182-2d92faf8f0bd,Ehsan Ul Haque,https://play-lh.googleusercontent.com/a-/ALV-UjXOH4ZoMJAuJcRlEZLcMEuiB1ZVDo3WfQK4yDzHDU5e03BnOiaO,I'm trying to login to my account but on device registration for OTP keyboard is not working.,4,0,2.15.38,2025-07-10 18:46:15,"Dear Customer, inconvenience regretted. Please email your contact details along with CNIC / Account info to customer.complaints@hbl.com. We will look into your concern and update you accordingly. Please rate us with 5★ once your concern gets resolved.",2025-07-10 19:01:55,2.15.38
4752c59d-5897-4fc8-9edd-4fc1ee4b1b0f,MUHAMMAD JALIL,https://play-lh.googleusercontent.com/a-/ALV-UjUGWkLTaQuwoBKQxpAZTlecrURWGjqeChjjnYnF_Twq_tVcFadj,Good over all.,5,0,2.15.38,2025-07-10 12:24:36,"Dear Customer, thanks for appreciating HBL Mobile App and rating us with 5 ★.
",2025-07-10 19:02:12,2.15.38
b4c038e6-53a0-4547-9827-fce6a9403b24,samia yasmeen,https://play-lh.googleusercontent.com/a-/ALV-UjVB-pYiBHGsX2Np-6vW8lvLvvwsSZP_pTW-N-eBtvrfoJV7CiU,zbrdst app,5,0,2.15.38,2025-07-10 12:05:05,"Dear Customer, thanks for appreciating HBL Mobile App and rating us with 5 ★.
",2025-07-10 19:02:17,2.15.38
a9a6c44d-e0e1-4bae-a046-0eb436c514c2,gul zada,https://play-lh.googleusercontent.com/a-/ALV-UjVDczxDHRHiO6jPK9UI9tl9rKDUjA3qph7B4Pao5VFRsP3a-OxQ,best for everyone,5,0,2.15.38,2025-07-10 10:54:55,"Dear Customer, thanks for appreciating HBL Mobile App and rating us with 5 ★.
",2025-07-10 19:02:21,2.15.38
f28ea965-12e3-48a7-b795-cc942816c192,Mughees Mughees,https://play-lh.googleusercontent.com/a/ACg8ocJlx_Wq2fmioGaWp5oZj-8cY_omH2R9-ZVNF29jx2uDVmhqHA=mo,nice app,5,0,,2025-07-10 06:48:05,"Dear Customer, thanks for appreciating HBL Mobile App and rating us with 5 ★.
",2025-07-10 19:02:29,
91073881-c28a-4c10-a844-76de219c6e14,Raja Shb,https://play-lh.googleusercontent.com/a/ACg8ocJUUDpZYEjEkn-DFM1YG4SIvwWQAsFeibdh8Wz_3G9Ox1bsYg=mo,good work,5,0,2.15.38,2025-07-10 03:43:15,"Dear Customer, thanks for appreciating HBL Mobile App and rating us with 5 ★.
",2025-07-10 19:02:33,2.15.38
32af39ab-6c37-4fc8-b1d7-fcfd3057fe8c,Waqar Khan,https://play-lh.googleusercontent.com/a-/ALV-UjWmzBAcvdtFCypinBZu8yGp9c7f8tmWiARVm4YEfFl7u2AGu-Sr,very useful and quick working,5,0,2.15.38,2025-07-10 00:36:48,"Dear Customer, thanks for appreciating HBL Mobile App and rating us with 5 ★.
",2025-07-10 19:02:37,2.15.38
2dc10e03-aef3-4e85-aed0-1c4c30bdd3e4,Malik. G,https://play-lh.googleusercontent.com/a-/ALV-UjXhIuGO1Y4GHTSxfzzodMgnYRC1OnsN_uABk0n3g0mjdcZN8lqN,Their service is absolutely terrible,1,0,2.15.38,2025-07-09 23:05:07,"Dear Customer, inconvenience regretted. Please email your contact details along with CNIC / Account info to customer.complaints@hbl.com. We will look into your concern and update you accordingly. Please rate us with 5★ once your concern gets resolved.",2025-07-10 19:02:47,2.15.38
0ae51396-ecd0-4050-b88b-520caa5ae0ef,Sarfraz Ahmad,https://play-lh.googleusercontent.com/a-/ALV-UjUyVRPmZfgl5GvEDDffX-vkxAbI5vTGH9dRUeA5nN-QlpPofHnQRA,good... but customers are vulnerable to cyber frauds...data breaches...not safe anymore,4,0,2.15.38,2025-07-09 22:45:06,"Dear Customer, inconvenience regretted. Please email your contact details along with CNIC / Account info to customer.complaints@hbl.com. We will look into your concern and update you accordingly. Please rate us with 5★ once your concern gets resolved.",2025-07-10 19:02:58,2.15.38
a162cea1-b865-43d9-b455-8a438a45900f,GHULAM_MUSTAFA MALLAH,https://play-lh.googleusercontent.com/a-/ALV-UjV6OMMSFCqOTHR3CMPBvujyWCivRgBHghcvlR8cQ0nENwuFGQZJ,"A very good app for internet access and banking, money transfer, online shopping, mobile loads etc at home or your office. Also safe from covid-19. Thanks HBL.. Option change of address for delivery of ATM in App does not held, therefore the said option maybe included.",5,0,2.15.38,2025-07-09 22:27:32,"Dear Customer, thanks for appreciating HBL Mobile App and rating us with 5 ★.
",2025-07-10 19:03:07,2.15.38
a656d596-5b37-45f4-b910-2cc6f85bd5c3,Mujtaba Khan,https://play-lh.googleusercontent.com/a-/ALV-UjWvRdDrIE4CDIwr6anwdmYCeowHwa6r5Pc4aGf3vChRWMDNPEU,very easy and thanks,5,0,2.15.38,2025-07-09 22:05:44,"Dear Customer, thanks for appreciating HBL Mobile App and rating us with 5 ★.
",2025-07-09 14:10:23,2.15.38
404427e9-6d1f-40d5-95b1-38abba87b4a4,Ghous Muhammad,https://play-lh.googleusercontent.com/a/ACg8ocKFfTTD2ZdgdALxhd4J9nApweEiyunhi9a6VU3lx5zQgw0ZTA=mo,انتہائی سست ایپلیکیشن ہے اور فیچر بھی دوسرے بینکوں کی ایپلیکیشنز کی نسبت ناقص ہیں,1,0,,2025-07-09 14:24:05,"Dear Customer, inconvenience regretted. Please email your contact details along with CNIC / Account info to customer.complaints@hbl.com. We will look into your concern and update you accordingly. Please rate us with 5★ once your concern gets resolved.",2025-07-09 17:56:56,
45735d92-4ecf-4e34-9db7-6932efbf3355,hafeez minhaj,https://play-lh.googleusercontent.com/a/ACg8ocIV3yQu_9RJYQzN3uspjvx7_ArwspXVGP2JUyXZqoA_n-b2zbI=mo,Very good and use ful for us,5,0,2.15.38,2025-07-09 14:12:43,"Dear Customer, thanks for appreciating HBL Mobile App. Please encourage us with 5 ★.",2025-03-01 10:42:13,2.15.38
e9c3a36e-6a19-421a-bc3a-cca748aef106,m Aleem,https://play-lh.googleusercontent.com/a-/ALV-UjUv1LOy_qaO2Rp3ofvsery9rkfxPTS0nFxBqIdep2WaPfu0nQto,can't put otp in otp section,1,0,2.15.38,2025-07-09 12:09:29,"Dear Customer, inconvenience regretted. Please email your contact details and issue along with CNIC / Account info to customer.complaints@hbl.com. We will look into your concern and update you accordingly.
",2025-07-09 14:09:53,2.15.38
4e130e56-0735-4631-a106-a2df10fe15bb,Dr. Humma Khalid,https://play-lh.googleusercontent.com/a/ACg8ocJjm8mUOThfqR0TrNqcu2ZcRcmVeWWS64NMOhp_IAVjEKEJfA=mo,"one cannot change debit card settings in Card Management Option! All you can do is block and change PIN. Cannot change Ecommerce, POS, ATM, international settings!",2,0,2.15.38,2025-07-09 09:48:08,"Hello, apologies for the inconvenience. Please send us your contact number along with your query in our inbox on our Facebook page so that we may look into it. The link for said page are as follows: https://www.facebook.com/HBLBank/
",2025-07-09 14:10:53,2.15.38
9d9f6a94-e01d-4b68-a91c-c711ab659f13,rizwan rafiq,https://play-lh.googleusercontent.com/a-/ALV-UjU3HwH_hPQ2AP4DQ4wtd_M3Y8JZ0NTWKTVAvpeR03Hxg0pIadAK,everything ok,5,0,2.15.38,2025-07-09 03:28:21,"Dear Customer, thanks for appreciating HBL Mobile App and rating us with 5 ★.
",2025-07-09 14:11:38,2.15.38
42fdc2c2-0d71-49d3-9480-b30d1a987cc1,Arsalan Anwar,https://play-lh.googleusercontent.com/a-/ALV-UjUzwg8yuJyYVZf2ZC4XHMdoH5F0jDZ1EVfd4O7wxGLHflq_Qa6P,nice app,5,0,2.15.38,2025-07-09 03:03:16,"Dear Customer, thanks for appreciating HBL Mobile App and rating us with 5 ★.
",2025-07-09 14:12:07,2.15.38
2a193244-dcef-40ec-b796-1414705beada,Maaz Abbasi,https://play-lh.googleusercontent.com/a-/ALV-UjWF_tZNjDrHbxLSMHe17MIN-LCIp4m8s8SIkUZQ3Enf_QDtwnk,This is the worst app i ever seen in my whole life actually u need to work on your website and your app its getting stuck again and again while making online account,1,0,2.15.38,2025-07-09 01:47:47,"Dear Customer, inconvenience regretted. Please email your contact details and issue along with CNIC / Account info to customer.complaints@hbl.com. We will look into your concern and update you accordingly.
",2025-07-09 14:12:36,2.15.38
f695437b-cd63-4c20-a2c1-3d93c47f5527,Noreen,https://play-lh.googleusercontent.com/a/ACg8ocKftlS7GBfv62gYpi0IBHM-7mfHRzlPlCHU4_VbtjafiZyNmQ=mo,good,5,0,2.15.38,2025-07-08 21:46:18,"Dear Customer, thanks for appreciating HBL Mobile App and rating us with 5 ★.
",2025-07-09 14:14:06,2.15.38
9e159baa-3af9-426e-ba0e-4c6b36286ac0,JAWAD KHAN,https://play-lh.googleusercontent.com/a-/ALV-UjW5sxlPMdQYLXsqs_E45IEphrAh41tXBWnxbAMdRUkjMxk9fhrH3g,Excellent Mobile Banking App,5,0,2.15.38,2025-07-08 21:32:01,"Dear Customer, thanks for appreciating HBL Mobile App and rating us with 5 ★.
",2025-07-09 14:14:28,2.15.38
81fb3534-4e40-409f-9423-c78f129b52a4,Saba Sheikh,https://play-lh.googleusercontent.com/a/ACg8ocLTGV330NNZpE0HTCz-ScinpfhxdAa0kHv4k3Fhr1s7F7X2D130=mo,"It's been a terrible experience with the HBL app so far. I am a new HBL customer and although I managed to get my credit card activated via HBL Phone Banking, I have been trying to sign in to the HBL app since yesterday and am unable to do so. Called the helpline last night and they said there was an issue. Very surprising - and annoying, of course - that the issue is there 24 hrs later as well.",1,3,2.15.38,2025-07-08 20:54:39,"Hello, apologies for the inconvenience. Please send us your contact number along with your query in our inbox on our Facebook page so that we may look into it. The link for said page are as follows: https://www.facebook.com/HBLBank/
",2025-07-09 14:15:14,2.15.38
8cb5ba60-8c0e-4826-962c-a09fb27d5db3,Anas Rajput,https://play-lh.googleusercontent.com/a-/ALV-UjVv-ZVAV9SzgMUL-FVjy6hjw6XiLJ-TasPGtuvXrukJb2oj3d0jnA,1 year ki statement nahi hoti Iske andar meezan Bank Mein 1 year statement meezan Bank andar best,1,0,2.15.38,2025-07-08 18:14:28,"Dear Customer, inconvenience regretted. Please email your contact details along with CNIC / Account info to customer.complaints@hbl.com. We will look into your concern and update you accordingly. Please rate us with 5★ once your concern gets resolved.",2025-07-08 19:50:08,2.15.38
13c16683-2166-4bfc-8593-85ecd6c84187,Haris Ali,https://play-lh.googleusercontent.com/a-/ALV-UjX2rTuc4iqcdc7NuLG-mwTssjCuvgwAZkYOOSCKHe_E9d7Dx-s,This App Interface Is Very Bad. This App Deserve 1 Star Because The App Does Not Scan Fingerprints while Creating Account on Hbl App. While OTP System Is Very Worst. The OTP Is Received But I Am Unable To Enter OTP. Because HBL App Does Not Support Keyboard.,1,0,2.15.38,2025-07-08 17:17:07,"Dear Customer, inconvenience regretted. Please email your contact details along with CNIC / Account info to customer.complaints@hbl.com. We will look into your concern and update you accordingly. Please rate us with 5★ once your concern gets resolved.",2025-07-08 19:50:13,2.15.38
eec49cdf-df6e-4eab-b7a5-0cd3761a5799,Ki Ki,https://play-lh.googleusercontent.com/a/ACg8ocIM8Y3LIJkJBCepVKm55SUeLhD1c0UjNI60jhfWgCaLSMcHIg=mo,"You can't insert the OTP as the keypad doesn't open. It's been more than one year since the review above, it still doesn't work.",1,0,2.15.38,2025-07-08 16:11:36,"Dear Customer, inconvenience regretted. Please email your contact details along with CNIC / Account info to customer.complaints@hbl.com. We will look into your concern and update you accordingly. Please rate us with 5★ once your concern gets resolved.",2025-07-08 19:50:21,2.15.38
a45400e5-025a-44b0-b7c8-eab0a5de8474,ASIM BAIG,https://play-lh.googleusercontent.com/a-/ALV-UjW5_3DzFTvoJv0kfnqgYUPRuiBCSKMp1IpA51J84T2QhwHexuk,Very Poor,1,0,2.12.8,2025-07-08 16:01:32,"Dear Customer, inconvenience regretted. Please email your contact details along with CNIC / Account info to customer.complaints@hbl.com. We will look into your concern and update you accordingly. Please rate us with 5★ once your concern gets resolved.",2025-07-08 19:50:26,2.12.8
28fb63cd-8ff4-4aeb-bff8-887ba9ce9c83,Mubashir Nawaz,https://play-lh.googleusercontent.com/a-/ALV-UjXclUywNP7utzQaR4_Wq1eGWSbFMTNliP2MZtd3mmlTyuIfRlI,thanx HBL,5,0,,2025-07-08 10:07:34,"Dear Customer, thanks for appreciating HBL Mobile App and rating us with 5 ★.
",2025-07-08 19:50:38,
1c07a432-e1b7-400d-bd75-1f65b4fa8bfe,Haseeb Ehsan,https://play-lh.googleusercontent.com/a-/ALV-UjV3Yy35Q7XVaEJdRa1LuFcdyMQJNkXolOU7RH5bILgv2d7ca6A-,good,5,0,2.15.38,2025-07-08 06:27:11,"Dear Customer, thanks for appreciating HBL Mobile App and rating us with 5 ★.
",2025-07-08 19:50:42,2.15.38
f1cfece2-0936-437b-b1d6-98f6712541e3,Khan,https://play-lh.googleusercontent.com/a/ACg8ocJebf1tuphTKaxMlFE4_LdyiI6LNBLHLxV7i3jFpNS23iLqNA=mo,fast app,5,0,2.15.38,2025-07-08 06:24:17,"Dear Customer, thanks for appreciating HBL Mobile App and rating us with 5 ★.
",2025-07-08 19:50:46,2.15.38
7a6191f9-6209-43d7-a39d-d39f61890c31,Hafsa Ilyas,https://play-lh.googleusercontent.com/a/ACg8ocI6L01WplzDiq5hur5gBlC4dCkmd6z6XOkH9LvJ0jnn1Nbb7Q=mo,Best application for mobile banking,5,0,2.15.38,2025-07-08 00:47:53,"Dear Customer, thanks for appreciating HBL Mobile App and rating us with 5 ★.
",2025-07-08 19:50:51,2.15.38
263781f9-c789-4420-b13d-f92d529678df,muhammad yar,https://play-lh.googleusercontent.com/a/ACg8ocJ4lcaAQ0Vpbg2k78xe_1ppl9MKzZdCMPHZZq42BsG9wuhVrA=mo,very nice,5,0,2.15.38,2025-07-07 23:01:17,"Dear Customer, thanks for appreciating HBL Mobile App and rating us with 5 ★.
",2025-07-08 19:50:55,2.15.38
e82a4103-4f6d-41ec-ba8a-377b56fed176,Rana Tassadaq,https://play-lh.googleusercontent.com/a/ACg8ocKa0LPY1XGZam5elnYeN-0NRzFy2edeaawgBGoO2PLljcuJOg=mo,extra fine with thanks,5,0,2.15.38,2025-07-07 21:18:29,"Dear Customer, thanks for appreciating HBL Mobile App and rating us with 5 ★.
",2025-07-08 19:50:59,2.15.38
fa352dd1-dbb3-4704-b784-c8374348755b,Atiq Ur Rehman,https://play-lh.googleusercontent.com/a-/ALV-UjXX2FntiBibAKmsuuGd7NNg_yNjD9ytPx4veN6C_Kjg0kuxpcII,I am overseas Pakistan HBL blocked My Mrs account and now they asking for source of income. I provide them iaqma visa and passport copy. But when she ask for account they are coming up with new requirements. Can someone guid it’s a crime if wife is getting money from husband,1,0,,2025-07-07 18:55:33,"Dear Customer, inconvenience regretted. Please email your contact details along with CNIC / Account info to customer.complaints@hbl.com. We will look into your concern and update you accordingly. Please rate us with 5★ once your concern gets resolved.",2025-07-08 19:51:04,
29fb034a-3aeb-4e8a-be47-7804b82acd2a,M.Sheraz Khan,https://play-lh.googleusercontent.com/a-/ALV-UjWloGhBncH9W8WULvihOYOxpRxSeRRapTwHBr9mwnmpqJsFxwQa,"WORST BANK, WORST SERVICES, NO CUSTOMER SUPPORT..",1,0,,2025-07-07 18:39:27,"Dear Customer, inconvenience regretted. Please email your contact details along with CNIC / Account info to customer.complaints@hbl.com. We will look into your concern and update you accordingly. Please rate us with 5★ once your concern gets resolved.",2025-07-08 19:51:08,
1a432ea3-b44f-47fc-b723-1c70fa74da5c,Nisar Raja,https://play-lh.googleusercontent.com/a-/ALV-UjXf5wSbo2nj134K0aXWhol5XWMELvQBYH8lhqrWvsjv6RgojB0,good,5,0,2.15.38,2025-07-07 16:27:08,"Dear Customer, thanks for appreciating HBL Mobile App and rating us with 5 ★.
",2025-07-07 18:08:57,2.15.38
a21a3450-14a8-439b-9f4b-7a67d2e32f2e,Shani: Zeshi,https://play-lh.googleusercontent.com/a/ACg8ocIQ276Db_qVUnGyixjEmmoRtTlg0ChSOrVq_R4EzlC7gF3G0A=mo,day 5 my problem still unsolved I am sending Rs 33402 amount by hbl mobile app still stuck mo action in this issue so sad,1,0,2.15.38,2025-07-07 14:50:06,"Dear Customer, inconvenience regretted. Please email your contact details along with CNIC / Account info to customer.complaints@hbl.com. We will look into your concern and update you accordingly. Please rate us with 5★ once your concern gets resolved.",2025-07-07 18:09:05,2.15.38
9c60f670-e770-46a6-9c4e-2ab4b58b8971,Din,https://play-lh.googleusercontent.com/a/ACg8ocIJrHRYNUrguLAHrKwD7La0t7rVFkglVyjAJTk0Ne2psXVfyw=mo,Wonderful application,5,0,2.15.38,2025-07-07 14:09:17,"Dear Customer, thanks for appreciating HBL Mobile App and rating us with 5 ★.
",2025-07-07 18:09:18,2.15.38
0bdeebb6-389b-4199-952c-51f8ab25d303,Ayesha Iftikhar,https://play-lh.googleusercontent.com/a-/ALV-UjWqgeyzg_hhpZTLppTJFFJIaX3aKtqAIm2ra4_ZkYgk3Xr3RsrH,The app works fine but it does not let you enter a persons name more the 15 characters and when you try to launch a compliant about the facing issue all of the staff at any branch and the appointed Konnect Agents do not listen to the customer and turned rude.,1,0,2.15.38,2025-07-07 13:22:11,"Dear Customer, inconvenience regretted. Please email your contact details along with CNIC / Account info to customer.complaints@hbl.com. We will look into your concern and update you accordingly. Please rate us with 5★ once your concern gets resolved.",2025-07-07 18:09:24,2.15.38
c4f9b697-7dbf-4ade-b4bd-b2814497bedd,Lynette Ganne,https://play-lh.googleusercontent.com/a-/ALV-UjXinkUlYW5KpWqwkBPVs2cvaIkkNVioZRxIAAPZmJPG30xjt6w,HBL is the best and useful app,5,0,,2025-07-07 11:01:40,"Dear Customer, thanks for appreciating HBL Mobile App and rating us with 5 ★.
",2025-07-07 18:09:50,
13f26de0-1d32-4057-9c72-8f1fb46b68d4,Parvaiz Ahmad,https://play-lh.googleusercontent.com/a-/ALV-UjWbDBO4mmCW_cjJel8OEKB3tWNzdETxUDs1Fo5xGM6Yi1CNfyY_,"App is not working on android 15 with redmi note 14 pro, it always gives location permission issue even when all the permissions are granted. it's app bug I think, kindly look and resolve issue.",1,0,2.15.38,2025-07-07 10:38:38,"Dear Customer, inconvenience regretted. Please email your contact details along with CNIC / Account info to customer.complaints@hbl.com. We will look into your concern and update you accordingly. Please rate us with 5★ once your concern gets resolved.",2025-07-07 18:10:07,2.15.38
b0096627-a750-44c4-92c3-019fd6be7a5f,Raja Adrees,https://play-lh.googleusercontent.com/a/ACg8ocIsBCrxMbrieh4J3IwbliyrF0Xtl7KMAmeReb2Psb1oqw1fIw=mo,good,5,0,2.14.25,2025-07-07 05:35:51,"Dear Customer, thanks for appreciating HBL Mobile App and rating us with 5 ★.
",2025-07-07 18:10:15,2.14.25
17529c5f-f94c-4010-a0a0-79ce6946fd06,Naseem Ara,https://play-lh.googleusercontent.com/a/ACg8ocIAtULyZc1LsO1aCQyJeLTzR_vyRK5sJQ4kHrMkJxWjk0tDnA=mo,worst application atleast spend some money on application Q/A testing. cannot add OTP for sign in at all i.e If i press to click to enter OTP keyboard does not come up. Also on my iPhone which unfortunately I upgraded to IOS26 beta this application does not work. I'm planning to switch to another bank because of this buggy application,1,0,2.15.38,2025-07-07 02:38:31,"Dear Customer, inconvenience regretted. Please email your contact details along with CNIC / Account info to customer.complaints@hbl.com. We will look into your concern and update you accordingly. Please rate us with 5★ once your concern gets resolved.",2025-07-07 18:10:24,2.15.38
b88b4f59-1bf8-44ba-974d-655c4b5425bf,Adnan Zafar,https://play-lh.googleusercontent.com/a-/ALV-UjV9UxGt2zIOKnWSloPB23bvvZePq11oC19i88lxRF1x3k1zbn19,please update my app,5,0,2.14.26,2025-07-07 01:56:01,"Dear Customer, thanks for appreciating HBL Mobile App and rating us with 5 ★.
",2025-07-07 18:10:33,2.14.26
db74cb26-ccdb-40da-9a34-c164983775e0,Yasir Khan,https://play-lh.googleusercontent.com/a/ACg8ocJJGT1jH9cihDeegUDOWCqkEFbk_pNQQQDQ_TYljlyFp5qBVKM=mo,good app 👍,2,0,,2025-07-07 01:32:06,"Dear Customer, thanks for appreciating HBL Mobile App. Please encourage us with 5 ★.
",2025-07-07 18:10:40,
05eb9ec2-b929-4c70-99cf-6e677598df18,Ahtisham Farooq,https://play-lh.googleusercontent.com/a-/ALV-UjW5InNlpGsDPRHKRN2MP1Auy_kEuHi1G42xkx6FfghxjdvGcjGRgg,❣️❣️,5,0,2.15.38,2025-07-07 01:30:25,"Dear Customer, thanks for appreciating HBL Mobile App and rating us with 5 ★.
",2025-07-07 18:10:48,2.15.38
